,.I,data,.B
1139,1140.0,on the symbolic nature of classifications panova  shreider  the nature of an arbitrary classification is considered from the viewpoint of its sign function the structure of the taxons described by a given classification is treated as the referent the denotate the formation of taxons is shown to be connected with the preliminary arrangement of the subject area into a classification field the classification concept is connected with the structure and nature of the classification characteristics a typology of classifications is introduced distinguishing them by intensionality or capacity for expression of the concept independent of the subject area differences are pointed out that exist between the classificatory and thematic relationships and the correlations between these two groups of relationships are analyzed,
1140,1141.0,algebra of classification shreider  two alternative concepts of isomorphism of classification are examined it is shown that with the accuracy of up to isomorphism the structure of a classification is characterized by a certain semigroup for an important type of classifications the algebraic structure of these semigroups is completely characterized by the relation of order on the set of generants the case of perfect order on the generants corresponds to hierarchical tree classifications the case of incomparability of the generants corresponds to facet classifications all the other cases are intermediate between these two types of classification,
1141,1142.0,science on science introduction to a general science of science dobrov  this book generalizes world and soviet experience of science gives original representation of science as informational process which allows one to use quantitative methods in scientometrics analyzes extensive data on the experience of formulating scientific potential and organizing scientific work formulates general principles of organization management and disposition of modern scientific centers in particular methodological problems of planning and prediction of science are examined,
1142,1143.0,a study of six university based information systems marron  fong  fife  rankin  a methodology for categorically describing computer based information systems was developed and applied to six university based nsf supported systems the systems under study all operate as retail information centers primarily serving campus communities by accessing large commercially available data bases using 3rd generation computer configurations the systems vary in design philosophy mode of user service transferability characteristics and operational status a summary matrix is included,
1143,1144.0,automatic indexing stevens  a state of the art survey of automatic indexing systems and experiments has been conducted by the research information center and advisory service on information processing information technology division institute for applied technology national bureau of standards consideration is first given to indexes compiled by or with the aid of machines including citation indexes automatic derivative indexing is exemplified by key word in context kwic and other word in context techniques advantages disadvantages and possibilities for modification and improvement are discussed experiments in automatic assignment indexing are summarized related research efforts in such areas as automatic classification and categorization computer use of thesauri statistical association techniques and linguistic data processing are described a major question is that of evaluation particularly in view of evidence of human inter indexer inconsistency it is concluded that indexes based on words extracted from text are practical for many purposes today and that automatic assignment indexing and classification experiments show promise for future progress,
1144,1145.0,neighborhood information centers a study and some proposals kahn  our point of departure is a study of the feasibility and desirability of adapting the british citizens advice bureau cab plan to the united states carried out with the financial support and cooperation of the ford foundation we conclude that the british cab pattern while creative richly implicative and a major source of valuable guidance if merely duplicated would not make the optimum contribution to the current american scene we find overwhelming evidence that new information advice referral provision are necessary localities need and want neighborhood information centers nic s we find promising beginnings and a number of attractive possibilities emerging out of the somewhat different efforts by a number of federal agencies local government and local voluntary groups however no one of these provides auspices for all the needed functions in accord with qualities which we find to be essential,
1145,1146.0,networks for research and education greenberger  responding to the heightened interest in the possibilities of networks and reflecting its own continuing interest in improving the use of new technologies in research and education the national science foundation in 1972 announced the mounting of an expanded research program to explore the resource sharing potential of a national network in support of research and education the nsf was well aware of the obstacles and uncertainties and it knew that although shareable resources and pockets of relevant information and experience existed many of the people who should be involved in planning were not currently informed or discussing the possibilities with one another,
1146,1147.0,a core medical library for practitioners in community hospitals stearns  ratcliff  in a ongoing study designed in part to evaluate and encourage continuing education programs in community hospitals postgraduate medical institute pmi has determined that there is need for guidance in the area of medical library development reports from pmi physician consultants who visited more than 40 community hospitals indicate that medical library facilities are generally poor and infrequently used by physicians the basic weaknesses of these libraries fall into four categories inadequate collections inadequate personnel inadequate space and the absence of any practical indexing system to facilitate use of collections that do exist failure to deal with these problems does not reflect lack of interest but rather lack of stimulation to do so and absence of any concerted source of guidance in response to requests for such guidance pmi has undertaken a community hospital library development project in co operation with the new england regional medical library service nermls at the francis a countway library of medicine this report is concerned with the first phase of this project namely the formulation of a list consisting of a minimal number of textbooks and journals that can function as the core for a medical library explanatory letters and questionnaires were sent to 400 specialists representing 50 areas of medical practice including the basic sciences the specialists chosen from regions throughout the country were requested to recommend two textbooks and two journals in their area of special interest that they considered to be the most basic and fundamentally useful for practitioners it was also requested that recommendations be made in order of preference,
1147,1148.0,the new industrial state galbraith  during the fifties and sixties it had become customary to depict the economic system of the united states along with its european and japanese counterparts as an accomplishment unique since the creation this volume departed from the accustomed cheering it is my impression that the adult reader was always more skeptical than the economists of the neo keynesian nirvana economic life was not meant to be that easy and perhaps some sensed what i here urge that what was called success was less what served the individual than what served the goals of great industrial and military bureaucracies which had come the economic myth notwithstanding to comprise so large a part of the economic system still who could tell that a herald of such news would be welcomed or even heard,
1148,1149.0,the new librarianship a challenge for change wasserman  among the avenues explored were the following the attractions the field holds for those now in it and those who might be drawn to it the personality of those in the occupation and in its various subfields and work roles the characteristics and perspectives of the institutional administrators supply and demand facets of the manpower problem organizational relationships in libraries and information centers library education as a professionalizing and socializing force and the implications of network development for manpower planning central to the study rationale was the notion that librarianship should be viewed not as a static institution committed solely to traditional objectives but as one with the capacity to be responsive to changing environmental requirements it was hoped that from the intelligence gathered from these inquiries certain of the significant dimensions of the field s manpower concerns would be illuminated and proposals to influence future development would be drawn thus while the investigations were in the nature of more basic research their ends were committedly pragmatic,
1149,1150.0,new patterns of management mityaev  this volume is intended for persons concerned with the problems of organizing human resources and activity it is written especially for those who are actively engaged in management and supervision and for students of administration and organization it presents a new theory of organization based on the management principles and practices of the managers who are achieving the best results in american business and government it draws also upon research done in voluntary organizations to maintain a relatively consistent orientation the focus of this volume is largely on the problems of business enterprises people interested in other kinds of institutions such as schools hospitals labor unions professional and voluntary organizations should however experience no difficulty in applying the general principles of the theory to their organizations,
1150,1151.0,unintentional duplication of research a survey revealing instances of belated discovery of information in the literature leads to an estimate of what duplication costs martyn  in a letter in new scientist vol 19 p 148 the rate of duplication of research among scientists was said to have been estimated at about 10 per cent the first systematic attempt to assess the size of this problem carried out by the aslib research department suggests the actual figure is more than double this and the consequent cost to the nation to be measurable in millions of pounds we put questions to 647 scientists engaged in industrial academic or government research including chemists physicists biologists psychologists and mathematicians one question was have you during your current research discovered in the literature information which you wish you had had at the beginning of your project to this 144 of them 22 per cent replied that they had many had made more than one such find so that the total number of instances was 245,
1151,1152.0,non book materials the organization of integrated collections weihs  this book presupposes a knowledge of book cataloguing and basic cataloguing principles the dewey decimal classification 9th abridged edition sears list of subject headings 9th edition and a list of canadian subject headings together with a form of simplified cataloguing found in many school libraries have been used on the sample cards it must be emphasized that the subject analysis systems chosen by a particular library for its print collection should be used for all media because of its school library orientation this book distinguishes between essential and optional elements on the catalogue card libraries which require detailed cataloguing will consistently list these options and may wish to augment the description of materials in the collation and in the notes items necessary for a minimum description and for a complete description will be subject to further study prior to the next edition of this work,1970-01-01 00:00:00
1152,1153.0,nonbook materials the organization of integrated collections weihs  many segments of society are recognizing that access to information is a vital and fundamental contemporary need to provide optimum access it is essential to be able to retrieve information in whatever physical format it is found such retrieval requires the development of cataloguing codes that will handle all media including diverse kinds of audio and visual materials to be most effective these cataloguing guidelines should be acceptable on an international level and should have the support of professional organizations most concerned with these problems,1973-01-01 00:00:00
1153,1154.0,nonparametric statistics for the behavioral sciences siegel  in this book i have presented the tests according to the research design for which each is suited in discussing each test i have attempted to indicate its function i e to indicate the sort of data to which it is applicable to convey some notion of the rationale of proof underlying the test to explain its computation to give examples of its application in behavioral scientific research and to compare the test to its parametric equivalent if any and to any nonparametric tests of similar functions,
1154,1155.0,a study of information requests for scientific research and design malyarenko  this paper describes methods of studying information requests on source information analyzes results of questionnaire distribution on the basis of the questionnaire answers a card file of the subject requests and list of requests on source information was formed since the study these requests determines the content and purpose of the information process the author suggests that the study of requests be the first phase of information process,
1155,1156.0,formulation of information requests venediktov  sokolov  this article presents the results of a study of the information requests of inquirers it was elucidated that engineers spent an average of 10 hours per week in search of needed information most valuable sources of information are theoretical journals the study showed that stable life of theoretical journals equals about 12 years and information journals about 5 6 years some recommendations were formulated on how to construct a reference information collection,
1156,1157.0,definition of active stock tsiganic  this article considers the question of defining active stock for the electrical engineering field significant attention was paid to including specialized journals using methods which calculates number of bibliographical references made in bulletins and bibliography at the end of the articles with bradford s distribution reliability of this method is discussed,
1157,1158.0,principles of studying of information requests popilova  earlier publications on the study of information requests consisted of statistical listing of the most usable sources of information lately there is an increasing number of publications which consider the methods for studying information requests analysis of these publications shows that we can discern two basic tendencies studying subfield groups of researchers and groups of researchers classified by topical information sources some attempts were made to study information requests in connection with creative processes psychology of creativity and also to establish the purposes of information retrieval and scientific sources of information,
1158,1159.0,characteristics of text structure complexity shreider  this article considers the conditions under which v ingve s theorem on the depth of syntactic structures is applicable the relations between graphs of generative phrase structure and phrase government are studied new operators for the generation of syntactic structures are introduced,
1159,1160.0,methodological problems of scientific technical literature typology feldblyum  two causes for inconsistency between a primary document is content and form are examined 1 inconsistency between document structure and structure of its information 2 insufficient development of theories of scientific and technical literature in particular the typology of primary scientific documents it is suggested that the concept of genres of scientific technical literature be introduced based on the degree to which the material is generalized five basic genres are examined technical reports articles monographs text books and reference works the practical application of a typology of scientific and technological literature is shown to be possible,
1160,1161.0,some problems of scientific information theory shreider  examines aspects of scientific information theory connected with assessing the semantic characteristics of information statistical nature of texts and economic factors the significance of automatic translation methods is considered from the point of view of the general problems of information science,
1161,1162.0,on basic features of information retrieval language for information retrieval by title part 1 stokolova  vleduts  presents the basic features of variants of an informational language designed for searching titles of publications in the field of synthetic organic chemistry the classification of terms from natural language and the specifics of translating them into information language are discussed a method for selecting the synthetic means of informational languages is developed and the criterion for semantic correspondence and search algorithm is briefly described experiments which were conducted with 3 variants of the language developed are discussed conclusions are drawn on the benefits of the languages for searching recommendations are made regarding their field of application,
1162,1163.0,the thesaurus and some methods of its construction part 1 ovchinnikov  it is suggested that the thesaurus be considered a hierarchical system for classifying factors the problem of automatic construction of thesaurus is posed a formal description input and output of this problem is given a series of classificational concepts is formulated,
1163,1164.0,on basic features of information retrieval language for information retrieval by title stokolova  veeduts  presents the basic features of variants of an informational language designed for searching titles of publications in the field of synthetic organic chemistry the classification of terms from natural language and the specifics of translating them into information language are discussed a method for selecting the synthetic means of informational languages is developed and the criterion for semantic correspondence and search algorithm is briefly described experiments which were conducted with 3 variants of the language developed are discussed conclusions are drawn on the benefits of the languages for searching recommendations are made regarding their field of application,
1164,1165.0,issues in the informational analysis of documents polushkin  in scientific process and primary scientific documents there are objective characteristics which allow the accurate and unambiguous reflection of the form and content of primary statements n the informational analysis of their secondary pattern using these characteristics allows one to develop a model of standardized bibliographic and abstract document description and minimize subjectivity in information analysis the objective characteristics of form and content of documents and corresponding elements of bibliographic and abstractive description must be based on application of classification schemes for each characteristic there must be a corresponding scheme of particular structural complexity,
1165,1166.0,new tasks of information services and specialists training problem gol dgamer  state of the art in reference information servicing and training of specialists for information establishments is described,
1166,1167.0,prospects for primary and secondary scientific publications sorokin  the problems facing specialized primary and abstract journals in the present environment of rapid publication growth are discussed an acceleration of publishing and higher information capacity of the journals can be achieved via depositing and up to date editing methods the situation of abstract journals in the context of growing differentiation of scientific and technical disciplines is depicted,
1167,1168.0,analysis of biological publication growth on the basis of periodical sources minenskaya  the dynamics of the growth of biological publications is investigated an analysis of this growth reveals certain uniformities in the evolution of scientific communications which depend on the field of biology and discloses the uneven rate of development in the individual fields it is concluded that the specialty is a major factor to be taken into account in defining the volume of information necessary for a specialist,
1168,1169.0,the emerging science of information semenyuk  discussing whether it is possible and sensible to build up a general science of information the author comes to the conclusion that all the necessary prerequisites to formation of this new discipline to be termed informology are ripe the structure of informology and its interrelationships with informatics are investigated a diagram showing the place occupied by informology within the overall framework of sciences and its inner structure is presented,
1169,1170.0,some aspects of subject acquisition and detailed subject retrieval of patent information shenderov  aspects of subject acquisition and retrieval of patent information are discussed a patent information service system is conventionally separated into two parts a subject acquisitions system designed for stock acquisition and search file building and a detailed subject retrieval system designed to deal with specific user requests the performance of both systems is analyzed using patent classifications as examples the tasks of classification research in relation to subject acquisitions system requirements are formulated,
1170,1171.0,problems of compatibility of information on retrieval systems and requirements to the language of an information network kulik  the objectives of information network design are stated analyzing the basic operations carried out in conjunction with system interaction within a network the notions of information network and information retrieval system compatibility are discussed a sine qua non of network functioning is an integrated retrieval language descriptor languages appear to be most promising for broad profile document files a descriptor language is conceived as a complex comprising a thesaurus for terminology control classifiers for nomenclature control and the working dictionaries of the system patrons which comprise fragments of thesaurus and classifiers plus narrowly specialized terms as conforming to the file and user needs concerned requirements to a thesaurus as the core of an information network language are considered,
1171,1172.0,a statistical analysis of published articles on electrical and power engineering gorkova  mellion  a statistical analysis of articles published in electrical and power engineering serials and periodicals is given the results have been used to refine the quantitative formulation of the zipf law the computational method used can serve as a prototype for analysis of abstract journal like publications,
1172,1173.0,a probability distribution in information flow systems kazachkov  khursin  the paper treats the probability distribution in information flow systems and presents the analysis of a statistical distribution model called the hyperbolic ladder and of the consequences following from this model which were revealed in linguistics zipf theory of scientific information bradford and in science of science lotka etc the identity of the mathematical essence of various distributions investigated by many authors on their own objects of study is shown the link is considered between the basic probability distribution and some problems studied in the modern mathematical theory of information examples are presented of the use of distribution regularities in various systems analysis,
1173,1174.0,a standard format of progress reports on scientific technical information kruglov  a standard format of progress reports is suggested based on the experience of research institutes and drawing offices the schedule of reports and each of their sections proceed from the need for maximum noise resistance of reports as used by various categories of users and giving an exhaustive description of final and intermediate r d results the author shows that the difference between the notion of information value and of document value dictates a specific approach to organization of the flows of documentary information duplication of data in documents of various kind and to development of the logical format and literary style of scientific documents,
1174,1175.0,syntagmatic relations between descriptors chernyi  syntagmatic relations sr are defined as connections between words that are established aposteriori and combine these words into phrases and sentences the lack of means for recording sr in descriptor languages results in a reduction of retrieval precision at present roles and links and the evaluation of the extent to which these devices are used are the major devices used for the description of sr between descriptors in documents search patterns an analysis of published results of experiments testing the performance of roles and links in 176 descriptor retrieval systems operative in the usa suggests the conclusion about a poor performance of roles as a precision device an increase of 10 percent in precision with the aid of roles is accompanied by a 10 percent reduction of recall links provide for approximately the same increase of precision the author states the general requirements to a simple and flexible grammar for descriptor languages and show that the approach the suggest ts has been partially implemented in the information retrieval language for radioelectronics and computer technology developed at the institute of cybernetics of the ukrainian academy of sciences in kiev and in the syntol france,
1175,1176.0,techinical bibliographies in metallurgy gedrimovich  the article presents preliminary results of an analysis of current technical bibliographies specifically in the field of metallurgy conducted at the chair of technical literature leningrad krupskaya institute of culture the bibliographies have been analyzed in terms of selection quality and coverage attention was focused mainly on permanent publications based on rich experience and elaborated procedures metallurgiya abstract journal is shown to hold the lead among chief world publications in metallurgy in respect of scope coverage and depth of indexing,
1176,1177.0,on rational structure of a science journal article al tshuler  a rational scheme for a scientific or technical article is proposed which is bound to improve its informativeness by purely formal means,
1177,1178.0,psychological problems in informatics and the prospects of their solution novikov  the psychological problems arising in creating and utilizing scientific and industrial information are stated the subjects of study of the information science labour psychology engineering psychology and psycholinguistics are considered the analysis suggests the conclusion that a new trend of psychological research as emerged the psychology of informatics,
1178,1179.0,topical aspects of informatics to date kozachkov  a definition of informatics is given its method and subject are discussed and the aims and prospects of the science are outlined the author holds it to be an important achievement of the research in the fields of informatics and the science of science in the past few years that information flows have come to be viewed as system with definite and understandable regularities which should be taken into consideration when working out information retrieval system,
1179,1180.0,a notation for coding organic compounds geivandov  a notation for coding organic structures has been developed which provides for very simple and rational rules of coding the common cyclic fragments the conventional unit used in coding regular structures is benzol ring and the skeleton of the regular condensed system is coded using a sequence of even and odd integers the set of rules for coding regular systems might be used as component of a universal notation for organic compounds the code offered by the author is designed to cover an important and broad class of compounds with conjugate bonds and it can be used within the framework of a specialized computer based information retrieval system in the capacity of both the input and the internal machine language,
1180,1181.0,the origins of the information crisis a contribution to the statement of the problem yurko  the different explanations of the nature of the information problems now facing science and their causes are cited and shown to be debatable it is necessary to give a definition of information crisis this widely used concept in informatics and the science of science the author suggests one such definition which reflects the specific historical nature of the possible manifestations of the crisis the cumulativistic concept of the progress of science is criticized as it rules out the possibility of finding the true causes of the information crisis the major cause is asserted to lie with the nature of the contemporary social production an approach to studying into the origins of the problem is suggested,
1181,1182.0,the bibliography of operational research kendall  in his book on documentation 1948 the librarian s c bradford discussed certain regularities in the pattern of distribution of articles on a particular subject over different journals he gives as examples the distributions for geophysics from 1928 31 inclusive and lubrication for 1931 to june 1933 inclusive the typical picture is one in which to a bibliography covering a certain short term of years a few journals contribute a large number of articles more journals contribute fewer and so on in a monotonic sequence ending with a large number of journals contributing one article each patterns of this kind have been observed by several authors but bradford was the first i think to advance an explanation of the effect in bibliographical terms,
1182,1183.0,operations research implications for libraries bookstein  swanson  library operations in recent times have been characterized by a great increase in complexity the rapid expansion of collections both in size and scope the great variety of forms taken by items that now must be housed in the library and the growth in expectations among library users are among the factors that have contributed to this complexity in this setting managerial decision making in the library has become an unenviably difficult task furthermore the new technologies and new techniques which offer great opportunities for library planners and managers make even more difficult the use of traditional intuitive approaches it is reasonable to ask whether techniques such as operations research o r that have proved valuable in similar situations for business and government might not also be of service in libraries,
1183,1184.0,compact book storage in libraries cox  a method is developed for optimally shelving inventory items by size with particular reference to large library collections the area presented by n 1 distinct shelf heights is minimized for any collection that can be characterized by an item height distribution when item height is continuous the necessary conditions for the extremum are recursive in the optimal shelf heights and the solution reduces to a simple computational search for certain distribution functions as demonstrated in the example an additional recursive relation between the solutions for different n further simplified the computation considerable geometrical representations of both the model and the solution method are presented the maximum increase in storage capacity can be expressed generally as a simple function of the mean and the maximum item height,
1184,1185.0,experimentation in the theory of linguistic description melchuk  the principle tool for the study and description of natural languages used in this book are working models of the type sense text the similar model for a given actual language is a completely organized sum of rules whose purely mechanical application should ideally allow one to 1 go from the given text in the language being studied to the formal description of the sense of that text i e to its semantic representation semantic notation 2 go from a given meaning i e from a given semantic representation to a text in the language being studied which will convey the same meaning if the proposed meaning may be expressed in more than one way then all the appropriate synonymous texts should be constructed,
1185,1186.0,organization and environment managing differentiation and integration lorsch jay what organizational characteristics are required to deal effectively with different external market and technological conditions this is the central question which this book addresses such a question is quite different from the central theme of most earlier organizational studies which have tended to focus on the question of what is the one best way to organize irrespective of the external environmental conditions facing the business in this important respect this study breaks new ground nevertheless it draws heavily on earlier studies in the field of organization behavior at harvard business school and elsewhere as well as the related literature of the behavioral sciences the authors not only report the findings of a comparative study of ten organizations with different levels of economic performance in three distinct industrial environments but also use these findings to unravel some of the apparent contradictions in current organization theory a discussion of the implications of these findings for the design and administration of large organizations in relation to their specific market and technological environments is also included,
1186,1187.0,organizations march  this book is about the theory of formal organizations it is easier and probably more useful to give examples of formal organizations than to define the term the united states steel corporation is a formal organization so is the red cross the corner grocery store the new york state highway department the latter organization is of course part of a larger one the new york state government but for present purposes we need not trouble ourselves about the precise boundaries to be drawn around an organization or the exact distinction between an organization and a nonorganization we are dealing with empirical phenomena and the world has an uncomfortable way of not permitting itself to be fitted into clean classifications authors are often convinced that the particular subjects with which they are dealing are more significant than the world has acknowledged we cheerfully make this claim for organization theory however much organizations occupy the thoughts of practicing executives and administrators and however many books for these practitioners have been written about them the theory of organizations occupies an insignificant place in modern social science most current psychology and sociology textbooks do not devote even a short chapter to the subject of formal organizations the handbook of social psychology lindzey 1954 contains chapters on small groups mass media industrial social psychology with only passing references to organizations leadership and voting behavior there is no comparable chapter on formal organizations and only scattered reference to them throughout the text,
1187,1188.0,organizations in action social science bases of administrative theory thompson  this book might be considered a conceptual inventory this is a departure from the recent fashion of conducting propositional inventories which assumes that important relationships have already been explored berelson and steiner 1964 i assume merely that the concepts relevant to important relationships exist and once having identified some i hope to generate potentially significant propositions we lack the systematic evidence that eventually must come but there are illustrative studies cited to indicate that the propositions which are neither time nor space bound i assume that there are differences among organizations and hope to account for some of them but i also assume that there is not a one to one correspondence between significant organizational differences and the typical categories of business government medicine and education likewise i believe there is not a direct correlation between the academic disciplines and useful categories of complex organizations,
1188,1189.0,organizing nonprint material daily  the object of this book is to establish a means for organizing collections of nonprint material so that greatest efficiency can match most effective service no lesser goal is worthy of consideration in discussing the problems of organization the examples of material have been used to explain differences in treatment that can be made responsive to the needs of the community that the library serves nonprint material is a vital part of a modern library of whatever type school libraries have made the greatest use of the material so far to the point of becoming media centers but the avalanche of information is not only in print form and the need for information may often be satisfied only by nonprint material,
1189,1190.0,basis of informatics mikhailov  informatics is a new scientific discipline studying the fracture and characteristics of scientific information the regularities of scientific information activity its theory history system of methods and organization the book formulates subject and method of scientific information theory gives specification of different kids of documents as sources of scientific information sheds light on the methods and forms of analytical synthetic document processing expounds basic principles of information retrieval and ways to mechanize and automatize it describes methods and resources of document copying and reproduction,
1190,1191.0,basis of scientific information mikhailov  the present monograph is one of the first attempts to expound the basis of scientific information its theory systems of methods and organization the monograph formulates subject and method of scientific information theory gives specification of different kinds of documents as sources of scientific information sheds light on method and forms of analytical synthetic document processing expounds basic principles of information retrieval and ways to mechanize and automatize it describes methods and resources of document copying and reproduction,
1191,1192.0,out of the dinosaurus the evaluation of the national lending library for science and technology houghton  the establishment of the national lending library for science and technology nll has been one of the most significant events in british librarianship in the twentieth century this book attempts to trace the development of the library up to its merger into the impending british library and to describe the philosophies which shaped its policies and services i hope that the book will be of value to british and overseas librarians as a case study of the development of a national library and also to students of librarianship and information work in that it may help them to appreciate the context in which the library has evolved and in which it now operates,
1192,1193.0,an overview of operational ballots epstein  ballots bibliographic automation of large library operations using a time sharing system is an on line system that assists book processing in the acquisition and catalog departments of the stanford university libraries the library staff use video cathode ray tube or crt terminals to perform a variety of functions involving several computerized files and as a result of this on line activity the system updates the files and uses data from them to print the library outputs overnight,
1193,1194.0,compaction of names by x grams walker  this paper presents a method for compacting proper given names for computer storage the method presented uses x grams which are combinations of from one to eight letters rather than spelling names letter by letter they are spelled with x grams an algorithm as been implemented in a computer program and used to obtain sets of x grams for two large 42 165 and 43 875 given name samples using the x grams obtained it was possible to represent the names from one sample in 1 78 bits per original character and in 2 1 bits per original character in the second sample,
1194,1195.0,comparative effects of titles abstracts and full texts on relevance judgements saracevic  twenty two users submitted 99 questions to experimental ir systems and received 1086 documents as answers receiving first titles then abstracts and finally full texts ability of users to recognize relevance from shorter formats in comparison to full text judgement was observed of 1086 answers evaluated 843 or 78 had the same judgement on all three formats of 207 answers judged relevant from full text 131 were judged so from titles and 160 from abstracts parallels between users and ir systems performance on shorter formats are drawn,
1195,1196.0,retrieval of bibliographic entries from a name title catalog by use of truncated search keys kilgour  long  leiderman  an experiment to produce information on the utility of co ordinating derived truncated search keys as enquiry terms to an on line bibliographic system was performed on a file of 132 808 name title entries statistics on the number of entries associated with each key for keys varying from four to eight characters in length were obtained assuming use of a keyboard cathode ray tube terminal capable of displaying at least ten lines of text and taking spelling error probabilities into account a derived key consisting of the first three characters of author name concatenate with the first three characters of title was determined to be effective for at least four fifths of all academic libraries,
1196,1197.0,retrieval of single entries from a computerized library catalog file kilgour  the major intellectual challenges confronting an architect of a total computerized library system is organization of a efficient file of millions of bibliographic references from which a single entry can be retrieved swiftly and uniquely research on file organization has concentrated on retrieval of multiple entries possessing some equal or similar characteristic however a basic library bibliographic file should be organized to yield a record unequal and dissimilar to all others such a file is analogous to the familiar main entry catalog which every library maintains and would have associated with it supplementary index files of subjects titles call numbers and perhaps other attributes,
1197,1198.0,proceedings conference on interlibrary communications and information networks becker  librarians and information scientists are vitally concerned with network development for a number of important reasons first the network concept implies removal of all geographic barriers to knowledge this is made possible by advances in telecommunications technology second a network implies equal access by any individual for any purpose to the sum total of the nation s knowledge resources this has been a long standing educational goal and third a network implies positive redirection of the basic professional goals and objectives of librarianship and information science,
1198,1199.0,a method for the construction of minimum redundancy codes huffman  an optimum method of coding an ensemble of messages consisting of a finite number of members is developed a minimum redundancy code is one constructed in such a way that the average number of coding digits per message is minimized,
1199,1200.0,on the statistics of individual variations of productivity in research laboratories shockley  in the following pages a co winner of the 1956 nobel prize in physics presents a novel study of one of today s most precious commodities scientific productivity the author not only measures the variations that exist between different research workers he also explains these differences and draws some specific conclusions about the relationship of salary to productivity proceedings readers will find this an especially timely ad significant discussion particularly in view of the present widespread concern about manpower shortages and proper utilization of scientific personnel,
