,.I,data,.B
2708,2709.0,a genealogy of control structures ledgard  marcotty  the issue of program control structures has had a history of heated controversy to put this issue on a solid footing this paper reviews numerous theoretical results on control structures and explores their practical implications the classic result of bohm and jacopini on the theoretical completeness of if then else and while do is discussed several recent ideas on control structures are then explored these include a review of various other control structures results on time space limitations and theorems relating the relative power of control structures under notions of equivalence in conclusion the impact of theoretical results on the practicing programmer and the importance of one in one out control structures as operational abstractions are discussed it is argued further that there is insufficient evidence to warrant more than if then else while do and their variants,1975-11-01
2709,2710.0,specifying queries as relational expressions the square data sublanguage boyce  chamberlin  king  this paper presents a data sublanguage called square intended for use in ad hoc interactive problem solving by non computer specialists square is based on the relational model of data and is shown to be relationally complete however it avoids the quantifiers and bound variables required by languages based on the relational calculus facilities for query insertion deletion and update on tabular data bases are described a syntax is given and suggestions are made for alternative syntaxes including a syntax based on english key words for users with limited mathematical background,1975-11-01
2710,2711.0,a vector space model for automatic indexing salton  wong  yang  in a document retrieval or other pattern matching environment where stored entities documents are compared with each other or with incoming patterns search requests it appears that the best indexing property space is one where each entity lies as far away from the others as possible in these circumstances the value of an indexing system may be expressible as a function of the density of the object space in particular retrieval performance may correlate inversely with space density an approach based on space density computations is used to choose an optimum indexing vocabulary for a collection of documents typical evaluation results are shown demonstrating the usefulness of the model,1975-11-01
2711,2712.0,horner s rule for the evaluation of general closed queueing networks reiser  kobayashi  the solution of separable closed queueing networks requires the evaluation of homogeneous multinomial expressions the number of terms in those expressions grows combinatorially with the size of the network such that a direct summation may become impractical an algorithm is given which does not show a combinatorial operation count the algorithm is based on a generalization of horner s rule for polynomials it is also shown how mean queue size and throughput an be obtained at negligible extra cost once the normalization constant is evaluated,1975-10-01
2712,2713.0,remark on stably updating mean and standard deviation of data corrigendum cotton  ,1975-10-01
2713,2714.0,merging with parallel processors gavril  consider two linearly ordered sets a b a m b n m n and p p m parallel processors working synchronously the paper presents an algorithm for merging a and b with the p parallel processors which requires at most 2 log2 2m 1 3m p m p log2 n m steps if n 2 b m b an integer the algorithm requires at most 2 log2 m 1 m p 2 b steps in the case where m and n are of the same order of magnitude i e n km with k being a constant the algorithm requires 2 log2 m 1 m p 3 k steps these performances compare very favorably with the previous best parallel merging algorithm batcher s algorithm which requires n p m n 2p log2 m steps in the general case and km p k 1 2 m p log2 m in the special case where n km,1975-10-01
2714,2715.0,implementation of a structured english query language astrahan  chamberlin d  the relational model of data the xrm relational memory system and the sequel language have been covered in previous papers and are reviewed sequel is a relational data sublanguages intended for the ad hoc interactive problem solving by non computer specialists a version of sequel that has been implemented in a prototype interpreter is described the interpreter is designed to minimize the data accessing operations required to respond to an arbitrary query the optimization algorithms designed for this purpose are described,1975-10-01
2715,2716.0,optimizing the performance of a relational algebra database interface smith  chang  an approach for implementing a smart interface to support a relational view of data is proposed the basic idea is to employ automatic programming techniques so that the interface analyzes and efficiently refines the high level query specification supplied by the user a relational algebra interface called squiral which was designed using this approach is described in detail squiral seeks to minimize query response time and space utilization by 1 performing global query optimization 2 exploiting disjoint and pipelined concurrency 3 coordinating sort orders in temporary relations 4 employing directory analysis and 5 maintaining locality in page references algorithms for implementing the operators of e f codd s relational algebra are presented and a methodology for composing them to optimize the performance of a particular user query is described,1975-10-01
2716,2717.0,convert a high level translation definition language for data conversion shu  housel  lum  this paper describes a high level and nonprocedural translation definition language convert which provides very powerful and highly flexible data restructuring capabilities its design is based on the simple underlying concept of a form which enables the users to visualize the translation processes and thus makes data translation a much simpler task convert has been chosen for conveying the purpose of the language and should not be confused with any other language or program bearing the same name,1975-10-01
2717,2718.0,a preliminary system for the design of dbtg data structures gerritsen  the functional approach to database design is introduced in this approach the goal of design is to derive a data structure which is capable of supporting a set of anticipated queries rather than a structure which models the business in some other way an operational computer program is described which utilizers the functional approach to design data structures conforming to the data base task group specifications the automatic programming technology utilized by this program although typically used to generate procedure is here used to generate declaratives,1975-10-01
2718,2719.0,mechanical program analysis wegbreit  one means of analyzing program performance is by deriving closed form expressions for their execution behavior this paper discusses the mechanization of such analysis and describes a system metric which is able to analyze simple lisp programs and produce for example closed form expressions for their running time expressed in terms of size of input this paper presents the reasons for mechanizing program analysis describes the operation of metric explains its implementation and discusses its limitations,1975-09-01
2719,2720.0,optimal balancing of i o requests to disks piepmeier  determining a policy for efficient allocation and utilization of a set of disk drives with differing operational characteristics is examined using analytical techniques using standard queueing theory each disk drive is characterized by a queueing model with service time of a disk drive represented by the probability density function of the sum of two uniform distributions total response time of the set of disk models is then minimized under varying load conditions the results indicate that faster devices should have higher utilization factors and that the number of different device types utilized tends to decrease with decreasing load specific examples using 2314 and 3330 combinations are examined,1975-09-01
2720,2721.0,the digital simulation of river plankton population dynamics claudson  this paper deals with the development of a mathematical model for and the digital simulation in fortran iv of phytoplankton and zooplankton population densities in a river using previously developed rate expressions in order to study the relationships between the ecological mechanisms involved the simulation parameters were varied illustrating the response of the ecosystem to different conditions including those corresponding to certain types of chemical and thermal pollution as an investigation of the accuracy of the simulation methods a simulation of the actual population dynamics of asterionella in the columbia river was made based on approximations of conditions in that river although not totally accurate the simulation was found to predict the general annual pattern of plankton growth fairly well and specifically revealed the importance of the annual velocity cycle in determining such patterns in addition the study demonstrates the usefulness of digital simulations in the examinations of certain aquatic ecosystems as well as in environmental planning involving such examinations,1975-09-01
2721,2722.0,multidimensional binary search trees used for associative searching bently  this paper develops the multidimensional binary search tree or k d tree where k is the dimensionality of the search space as a data structure for storage of information to be retrieved by associative searches the k d tree is defined and examples are given it is shown to be quite in its storage requirements a significant advantage of this structure is that a single data structure can handle many types of queries very efficiently various utility algorithms are developed their proven average running times in an n record file are insertion o log n deletion of the root o n k 1 k deletion of a random node o log n and optimization guarantees logarithmic performance of searches o n log n search algorithms are given for partial match queries with t keys specified proven maximum running time of o n k t k and for nearest neighbor queries empirically observed average running time of o log n these performances far surpass the best currently known algorithms for these tasks an algorithm is presented to handle any general intersection query the main focus of this paper theoretical it is felt however that k d trees could be quite useful in many applications and examples of potential uses are given,1975-09-01
2722,2723.0,multiprocessing compactifying garbage collection steele  algorithms for a multiprocessing compactifying garbage collector are presented and discussed the simple case of two processors one performing lisp like list operations and the other performing garbage collection continuously is thoroughly examined the necessary capabilities of each processor are defined as well as interprocessor communication and interlocks complete procedures for garbage collection and for standard list processing primitives are presented and thoroughly explained particular attention is given to the problems of marking and relocating list cells while another processor may be operating on them the primary aim throughout is to allow the list processor to run unimpeded while the other processor reclaims list storage the more complex cases involving several list processors and one or more garbage collection processors are also briefly discussed,1975-09-01
2723,2724.0,the lemniscate constants corrigendum todd  ,1975-08-01
2724,2725.0,a comparison of simulation event list algorithms corrigendum vaucher  duval  ,1975-08-01
2725,2726.0,combining decision rules in a decision table shwayder  the techniques for minimizing logic circuits are applied to the simplification of decision tables by the combining of decision rules this method is logically equivalent to the quien mccluskey method for finding prime implicants if some of the decision rules implied in the else rule occur with low frequency then the else rule can be used to further simplify the decision table several objectives merit consideration in optimizing a decision table 1 reducing machine execution time 2 reducing preprocessing time 3 reducing required machine memory 4 reducing the number of decision rules this often improves the clarity of the decision table to a human reader it will be shown that objectives 3 and 4 can be furthered with the above methods objective 1 is also attained if overspecified decision rules are not combined objective 2 must be compared against the potential benefits of objectives 1 3 and 4 in deciding whether to use the above methods,1975-08-01
2726,2727.0,multiple byte processing with full word instructions lamport  a method is described which allows parallel processing of packed data items using only ordinary full word computer instructions even though the processing requires operations whose execution is contingent upon the value of a datum it provides a useful technique for processing small data items such as alphanumeric characters,1975-08-01
2727,2728.0,consecutive storage of relevant records with redundancy ghosh  this paper studies the properties of a new class of file organizations crwr where records relevant to every query are stored in consecutive storage locations but the organizations contain redundancy some theorems which provide tools for reducing redundancy in crwr organizations have been also developed redundancies obtained by the application of these theorems are compared with that of query inverted file organizations some crwr organization with minimum redundancy have also been developed for queries which specify sets of keys,1975-08-01
2728,2729.0,comments on a paper by t c chen and i t ho smith  ,1975-08-01
2729,2730.0,interactive consulting via natural language sharo  kwasny  interactive programming systems often contain help commands to give the programmer on line instruction regarding the use of the various systems commands it is argued that it would be relatively easy to make these help commands significantly more helpful by having them accept requests in natural language as a demonstration weizenbaum s eliza program has been provided with a script that turns it into a natural language system consultant,1975-08-01
2730,2731.0,remark on stably updating mean and standard deviation of data cotton  ,1975-08-01
2731,2732.0,guarded commands nondeterminacy and formal derivation of programs dijkstra  so called guarded commands are introduced as a building block for alternative and repetitive constructs that allow nondeterministic program components for which at least the activity evoked but possible even the final state is not necessarily uniquely determined by the initial state for the formal derivation of programs expressed in terms of these constructs a calculus will be shown,1975-08-01
2732,2733.0,deterministic parsing of ambiguous grammars aho  johnson  ullman  methods of describing the syntax of programming languages in ways that are more flexible and natural than conventional bnf descriptions are considered these methods involve the use of ambiguous context free grammars together with rules to resolve syntactic ambiguities it is shown how efficient lr and ll parsers can be constructed directly from certain classes of these specifications,1975-08-01
2733,2734.0,on the external storage fragmentation produced by first fit and best fit allocation strategies shore  published comparisons of the external fragmentation produced by first fit and best fit memory allocation have not been consistent through simulation a series of experiments were performed in order to obtain better data on the relative performance of first fit and best fit and a better understanding of the reasons underlying observed differences the time memory product efficiencies of first fit and best fit were generally within 1 to 3 percent of each other except for small populations the size of the request population had little effect on allocation efficiency for exponential and hyperexponential distributions of requests first fit outperformed best fit but for normal and uniform distributions and for exponential distributions distorted in various ways best fit outperformed first fit it is hypothesized that when first fit outperforms best fit it does so because first fit by preferentially allocating toward one end of memory encourages large blocks to grow at the other end sufficient contiguous space is thereby more likely to be available for relatively large requests results of simulation experiments supported this hypothesis and showed that the relative performance of first fit and best fit depends on the frequency of request when the coefficient of variation of the request distribution is greater than or approximately equal to unity first fit outperformed best fit,1975-08-01
2734,2735.0,discrimination in the employment of women in the computer industry weber  gilchrist  ,1975-07-01
2735,2736.0,a note on hash linking bobrow  ,1975-07-01
2736,2737.0,determining the minimum area encasing rectangle for an arbitrary closed curve freeman  shapira  this paper describes a method for finding the rectangle of minimum area in which a given arbitrary plane curve can be contained the method is of interest in certain packing and optimum layout problems it consists of first determining the minimal perimeter convex polygon that encloses the given curve and then selecting the rectangle of minimum area capable of containing this polygon three theorems are introduced to show that one side of the minimum area rectangle must be colinear with an edge of the enclosed polygon and that the minimum area encasing rectangle for the convex polygon is also the minimum area rectangle for the curve,1975-07-01
2737,2738.0,use of the concept of transparency in the design of hierarchically structured systems parnas  siewiorek  this paper deals with the design of hierarchically structured programming systems it develops a method for evaluating the cost of requiring programmers to work with an abstraction of a real machine a number of examples from hardware and software are given as illustrations of the method,1975-07-01
2738,2739.0,the restriction language for computer grammars of natural language sager  grishman  over the past few years a number of systems for the computer analysis of natural language sentences have been based on augmented context free grammars a context free grammar which defines a set of parse trees for a sentence plus a group of restrictions to which a tree must conform in order to be a valid sentence analysis as the coverage of the grammar is increased an efficient representation becomes essential for further development this paper presents a programming language designed specifically for the compact and perspicuous statement of restrictions of a natural language grammar it is based on ten years experience parsing text sentences with the comprehensive english grammar of the n y u linguistic string project and embodies in its syntax and routines the relations which were found to be useful and adequate for computerized natural language analysis the language is used in the current implementation of the linguistic string parser,1975-07-01
2739,2740.0,a large semaphore based operating system lauesen  the paper describes the internal structure of a large operating system as a set of cooperating sequential processes the processes synchronize by means of semaphores and extended semaphores queue semaphores the number of parallel processes is carefully justified and the various semaphore constructions are explained the system is proved to be free of deadly embrace deadlock the design principle is an alternative to dijkstra s hierarchical structuring of operating systems the project management and the performance are discussed too the operating system is the first large one using the rc 4000 multiprogramming system,1975-07-01
2740,2741.0,decomposability instabilities and saturation in multiprogramming systems courtois  a step by step approach to model the dynamic behavior and evaluate the performance of computing systems is proposed it is based on a technique of variable aggregation and the concept of nearly decomposable system both borrowed from econometrics this approach is taken in order to identify in multiprogramming paging systems i unstable regimes of operations and ii critical computing loads which bring the system into states of saturation this analysis leads to a more complete definition of the circumstances in which thrashing can set in,1975-07-01
2741,2742.0,improved event scanning mechanisms for discrete event simulation wyman  simulation models of large complex real world applications have occasionally earned the reputation of eating up hours of computer time this problem may be attributed in part to difficulties such as slow stochastic convergence however an additional problem lies in the fact that a significant amount of bookkeeping time is required to keep future events in their proper sequence this paper presents a method for significantly reducing the time spent scanning future event lists in discrete event simulations there models are presented all of which improve in effectiveness as the events list scan problem becomes more burdensome,1975-06-01
2742,2743.0,sorting x y harper  payne  savage  straus  ,1975-06-01
2743,2744.0,addition in an arbitrary base without radix conversion soule  this paper presents a generalization of an old programming technique using it one may add and subtract numbers represented in any radix including a mixed radix and stored one digit per byte in bytes of sufficient size radix conversion is unnecessary no looping is required and numbers may even be stored in a display i o format applications to cobol mix and hexadecimal sums are discussed,1975-06-01
2744,2745.0,a linear space algorithm for computing maximal common subsequences hirschberg  the problem of finding a longest common subsequence of two strings has been solved in quadratic time and space an algorithm is presented which will solve this problem in quadratic time and in linear space,1975-06-01
2745,2746.0,efficient string matching an aid to bibliographic search aho  corasick  this paper describes a simple efficient algorithm to locate all occurrences of any of a finite number of keywords in a string of text the algorithm consists of constructing a finite state pattern matching machine from the keywords and then using the pattern matching machine to process the text string in a single pass construction of the pattern matching machine takes time proportional to the sum of the lengths of the keywords the number of state transitions made by the pattern matching machine in processing the text string is independent of the number of keywords the algorithm has been used to improve the speed of a library bibliographic search program by a factor of 5 to 10,1975-06-01
2746,2747.0,a simplified recombination scheme for the fibonacci buddy system cranston  thomas  a simplified recombination scheme for the fibonacci buddy system which requires neither tables nor repetitive calculations and uses only two additional bits per buffer is presented,1975-06-01
2747,2748.0,indirect threaded code dewar  an efficient arrangement for interpretive code is described it is related to bell s notion of threaded code but requires less space and is more amenable to machine independent implementations,1975-06-01
2748,2749.0,significant event simulation babich  grason  parnas  this paper compares a new method of simulation organization called the significant event method with an old one called the clock pulse method using as examples two automobile traffic models the significant event method is found to be more efficient than the clock pulse method at low levels of system interaction and less efficient at high levels a simple mathematical model for the trade off in the relative running time of the two methods is developed the model aids in choosing between the two simulation methods for a particular experiment it is concluded that the significant event method can be of value in the simulation of some systems when computational efficiency is of sufficient importance,1975-06-01
2749,2750.0,a cost oriented algorithm for data set allocation in storage hierarchies lum  senko  wang  ling  data set allocation in today s multilevel storage systems is usually based on qualitative ad hoc decisions while it would be desirable to obtain an optimal solution to this allocation problem it is clear that the number of parameters involved makes it intractable to straight forward solution in such a situation we must find a set of assumptions which simplify the problem greatly but which still provide a basis for considering all significant cost elements this paper presents such a first quantitative allocation step it considers many of the significant detailed costs of system utilization data storage data staging and data migration although many avenues of further improvement are available the present algorithm seems to be usefully accurate as such it can aid in quantifying the problems of data set allocation storage system configuration and new device designs,1975-06-01
2750,2751.0,illumination for computer generated pictures phong  the quality of computer generated images of three dimensional scenes depends on the shading technique used to paint the objects on the cathode ray tube screen the shading algorithm itself depends in part on the method for modeling the object which also determines the hidden surface algorithm the various methods of object modeling shading and hidden surface removal are thus strongly interconnected several shading techniques corresponding to different methods of object modeling and the related hidden surface algorithms are presented here human visual perception and the fundamental laws of optics are considered in the development of a shading rule that provides better quality and increased realism in generated images,1975-06-01
2751,2752.0,generation of all the cycles of a graph from a set of basic cycles h algorithm 492 gibbs  ,1975-06-01
2752,2753.0,a heuristic problem solving design system for equipment or furniture layouts pfefferkorn  the designer problem solver dps demonstrates that the computer can perform simple design tasks in particular it designs furniture and equipment layouts this task was chosen because it is simple well defined and characteristic of many design tasks in architecture engineering urban planning and natural resource management these space planning tasks usually involve manipulating two dimensional representations of objects to create feasible or optimal solutions for problems involving topological and metric spatial constraints the paper describes extensive tests performed on the program dps is a heuristic problem solver with a planning phase prefixed to it it uses the planning process to give it a sense of direction diagnostic procedures to locate difficulties and remedial actions to recover from difficulties it uses a convex polygon representation to accurately describe the objects and the layout this representation allows topological and metric constraints to be tested and the design to be easily updated dps has been applied to 50 problems while it is slow and limited in scope the ideas behind it are general it demonstrates the need for selectivity in controlling search and the methods used to achieve it task specific information planning diagnostic procedures remedial actions and selective alternative generators,1975-05-01
2753,2754.0,a syntactic algorithm for peak detection in waveforms with applications to cardiography horowitz  peaks in a digitized waveform are detected by an algorithm incorporating piecewise linear approximation and tabular parsing techniques several parameters serve to identify the waveform context enabling accurate measurement of peak amplitude duration and shape the algorithm is of sufficient speed to allow on line real time processing an example of its application is demonstrated on an electrocardiogram,1975-05-01
2754,2755.0,the new math of computer programming corrigendum mills  ,1975-05-01
2755,2756.0,a problem list of public policy issues concerning computers and health care wasserman  ,1975-05-01
2756,2757.0,more on kth shortest paths fox  ,1975-05-01
2757,2758.0,a note on the lu factorization of a symmetric matrix evans  hatzopoulos  ,1975-05-01
2758,2759.0,solution of an overdetermined system of equations in the l1 norm algorithm r478 fritsch  hindmarsh  ,1975-05-01
2759,2760.0,visible surface plotting program algorithm r475 doran  ,1975-05-01
2760,2761.0,visible surface plotting program algorithm r475 mashburn  ,1975-05-01
2761,2762.0,ten subroutines for the manipulation of chebyshev series algorithm r446 c446 piessens  mertens  ,1975-05-01
2762,2763.0,basic cycle generation h algorithm 491 gibbs  ,1975-05-01
2763,2764.0,an intelligent analyzer and understander of english wilks  the paper describes a working analysis and generation program for natural language which handles paragraph length input its core is a system of preferential choice between deep semantic patterns based on what we call semantic density the system is contrasted 1 with syntax oriented linguistic approaches and 2 with theorem proving approaches to the understanding problem,1975-05-01
2764,2765.0,analysis and performance of inverted data base structures cardenas  the need to envision and architecture data base systems in a hierarchical level by level framework is stressed the inverted data base file organization is then analyzed considering implementation oriented aspects the inverted directory is viewed realistically as another large data base which itself is subjected to inversion formulations are derived to estimate average access time read only and storage requirements formalizing the interaction of data base content characteristics logical complexity of queries and machine timing and blocking specifications identified as having a first order effect on performance the formulations presented are necessary to be used in conjunction with any index selection criteria to determine the optimum set of index keys,1975-05-01
2765,2766.0,copying cyclic list structures in linear time using bounded workspace fisher  a bounded workspace copying algorithm for arbitrary list structures is given this algorithm operates in linear time and does not require tag bits the best previous bounded workspace copying algorithms achieved n 2 time without tag bits and n log n time with one tag the only restriction on the algorithm given here is that the copy must be placed into a contiguous section of memory the method is applicable to fixed or variable size nodes,1975-05-01
2766,2767.0,a comparison of simulation event list algorithms vaucher  duval  four algorithms are considered which can be used to schedule events in a general purpose discrete simulation system two of the algorithms are new one is based on an end order tree structure for event notices and another uses an indexed linear list the algorithms are tested with a set of typical stochastic scheduling distributions especially chosen to show the advantages and limitations of the algorithms the end order tree algorithm is shown to be an advantageous immediate replacement for the algorithm in use with current simulation languages the most promising algorithm uses the indexed list concept it will require an adaptive routine before it can be employed in general purpose simulators but its performance is such that further study would be fruitful,1975-04-01
2767,2768.0,an algorithm for locating adjacent storage blocks in the buddy system hinds  a simple scheme for the determination of the location of a block of storage relative to other blocks is described this scheme is applicable to the buddy type storage allocation systems,1975-04-01
2768,2769.0,a modification of warshall s algorithm for the transitive closure of binary relations warren  an algorithm is given for computing the transitive closure of a binary relation that is represented by a boolean matrix the algorithm is similar to warshall s although it executes faster for sparse matrices on most computers particularly in a paging environment,1975-04-01
2769,2770.0,the quadratic hash method when the table size is not a prime number batagelj  previous work on quadratic hash methods is limited mainly to the case where the table size is a prime number here certain results are derived for composite numbers it is shown that all composite numbers containing at least the square of one of the component primes have full period integer coefficient quadratic hash functions,1975-04-01
2770,2771.0,the synthesis of solids bounded by many faces braid  a technique is presented which allows a class of solid objects to be synthesized and stored using a computer synthesis begins with primitive solids like a cube wedge or cylinder any solid can be moved scaled or rotated solids may also be added together or subtracted two algorithms to perform addition are described for practical designers the technique has the advantage that operations are concise readily composed and are given in terms of easily imagined solids quite short sequences of operations suffice to build up complex solids bounded by many faces,1975-04-01
2771,2772.0,on maintenance of the opportunity list for class teacher timetable problems smith  one of the principal components of procedures for the solution of class teacher timetable problems is that for maintenance of the opportunity list opportunity list maintenance methods are based on necessary conditions for the existence of a solution a general framework for necessary conditions together with four specific sets of necessary conditions is given,1975-04-01
2772,2773.0,a weighted buddy method for dynamic storage allocation corrigendum shen  peterson  ,1975-04-01
2773,2774.0,remark on algorithm 475 frederick  ,1975-04-01
2774,2775.0,the dilogarithm function of a real argument s22 algorithm 490 ginsberg  zaborowski  ,1975-04-01
2775,2776.0,computer networks in higher education socio economic political factors chambers  poore  this study presents the results of a nationwide survey of computer networks in higher education conducted during 1971 73 five major and 18 minor networks were identified the five major networks included the arpa net the california state college network the university of iowa iowa state university network the michigan educational research information triad inc and the triangle universities computation center network in north carolina in depth studies were conducted of the latter two nets based on the experiences of these operating networks a number of factors are identified for consideration in developing networks finally recommendations are advanced regarding the development of networks in higher education in the future,1975-04-01
2776,2777.0,on a solution to the cigarette smoker s problem without conditional statements parnas  this report discusses a problem first introduced by patil who has claimed that the cigarette smoker s problem cannot be solved using the p and v operations introduced by dijkstra unless conditional statements are used an examination of patil s proof shows that he has established this claim only under strong restrictions on the use of p and v these restrictions eliminate programming techniques used by dijkstra and others since the first introduction of the semaphore concept this paper contains a solution to the problem it also discusses the need for the generalized operators suggested by patil,1975-03-01
2777,2778.0,perturbations of eigenvalues of non normal matrices corrigendum sluis  ,1975-03-01
2778,2779.0,discrete least squares polynomial fits shampine  the recurrence relation between orthogonal polynomials is widely used for discrete least squares data fitting a variant of the classical algorithm which has better numerical properties is presented and the reason for its improved performance is explained,1975-03-01
2779,2780.0,on computing certain elements of the inverse of a sparse matrix erisman  tinney  a recursive algorithm for computing the inverse of a matrix from the lu factors based on relationships in takahashi et al is examined the formulas for the algorithm are given the dependency relationships are derived the computational costs are developed and some general comments on application and stability are made,1975-03-01
2780,2781.0,the algorithm sequential access method an alternative to index sequential whitt  sullenberger  ,1975-03-01
2781,2782.0,a reply to gentleman and marovich karp  ,1975-03-01
2782,2783.0,the algorithm select for finding the ith smallest of n elements m1 algorithm 489 floyd  rivest  ,1975-03-01
2783,2784.0,expected time bounds for selection floyd  rivest  a new selection algorithm is presented which is shown to be very efficient on the average both theoretically and practically the number of comparisons used to select the ith smallest of n numbers is n min i n i o n a lower bound within 9 percent of the above formula is also derived,1975-03-01
2784,2785.0,glypnir a programming language for illiac iv lawrie  layman  baer  randal  glypnir is one of the earliest existing languages designed for programming the illiac iv computer the syntax of the language is based on algol 60 but has been extended to allow the programmer explicitly to specify the parallelism of his algorithm in terms of 64 word vectors this paper describes the characteristics goals and philosophy of the language and discusses some of the problems associated with parallel computer architectures,1975-03-01
2785,2786.0,a system for typesetting mathematics kernighan  cherry  this paper describes the design and implementation of a system for typesetting mathematics the language has been designed to be easy to learn and to use by people for example secretaries and mathematical typists who know neither mathematics nor typesetting experience indicates that the language can be learned in an hour or so for it has few rules and fewer exceptions for typical expressions the size and font changes positioning line drawing and the like necessary to print according to mathematical conventions are all done automatically for example the input sum from i o to infinity x sub i pi over 2 produces formula the syntax of the language is specified by a small context free grammar a compiler compiler is used to make a compiler that translates this language into typesetting commands output maybe produced on either a phototypesetter or on a terminal with forward and reverse half line motions the system interfaces directly with text formatting programs so mixtures of text and mathematics may be handled simply this paper was typeset by the authors using the system described,1975-03-01
2786,2787.0,matrix reduction an efficient method johnston  hoare  the paper describes an efficient method for reduction of the binary matrices which arise in some school time tabling problems it is a development of that described by john lions it has been generalized and adapted to fit into the complete timetabling process to use a more compact data representation and more efficient processing techniques to take fuller advantage of possible available previous knowledge about the matrix and it is designed as a structured program which can readily be coded by the reader in the high level or low level programming language of his choice practical tests of the method have shown it to be a good basis for a realistic timetabling algorithm,1975-03-01
2787,2788.0,finding circles by an array of accumulators kimme  balard  sklansky  ,1975-02-01
2788,2789.0,a minimal spanning tree clustering method algorithm r479 magnuski  ,1975-02-01
2789,2790.0,the elementary circuits of a graph algorithm r459 syslo  ,1975-02-01
2790,2791.0,exact probabilities for r x c contingency tables algorithm r434 hancock  ,1975-02-01
2791,2792.0,jacobi polynomials algorithm r332 skovgaard  ,1975-02-01
2792,2793.0,chi square quantiles algorithm c451 knight w  ,1975-02-01
2793,2794.0,state space problem reduction and theorem proving some relationships vanderbrug  minker  this paper suggests a bidirectional relationship between state space and problem reduction representations it presents a formalism based on multiple input and multiple output operators which provides a basis for viewing the two types of representations in this manner a representation of the language recognition problem which is based on the cocke parsing algorithm is used as an illustration a method for representing problems in first order logic in such a way that the inference system employed by a resolution based theorem prover determines whether the set of clauses is interpreted in the state spacer mode or in the problem reduction mode is presented the analogous concepts in problem reduction and theorem proving and the terminology used to refer to them are noted the relationship between problem reduction input resolution and linear resolution is discussed,1975-02-01
2794,2795.0,sentence paraphrasing from a conceptual base goldman  a model of natural language based on an underlying language free representation of meaning is described a program based on this model is able to produce sentence paraphrases which demonstrate understanding with respect to a given context this generator operates in conjunction with a natural language analyzer and a combined memory and inference model in generating sentences from meaning structures the program employs both the information retrieval and deduction capabilities of the memory model the model encompasses several diverse classes of linguistic knowledge which include 1 executable tests of conceptual properties stored in discrimination nets 2 information relating conceptual to syntactic roles stored in a word sense dictionary and 3 surface grammatical knowledge stored in a formal grammar,1975-02-01
2795,2796.0,monitors an operating system structuring concept corrigendum hoare  ,1975-02-01
2796,2797.0,a first order approximation to the optimal checkpoint interval corrigendum young  ,1975-02-01
2797,2798.0,analysis of interleaved memory systems using blockage buffers burnett  coffman  a model of interleaved memory systems is presented and the analysis of the model by monte carlo simulation is discussed the simulations investigate the performance of various system structures i e schemes for sending instruction and data requests to the memory system performance is measured by determining the distribution of the number of memory modules in operation during a memory cycle an important observation from these investigations is that separately grouping instruction and data requests for memory can substantially increase the average number of memory modules in operation during a memory cycle results of the simulations and an analytical study are displayed for various system structures,1975-02-01
2798,2799.0,stably updating mean and standard deviation of data hanson  by considering the sample mean of a set of data as a fit to this data by a constant function a computational method is given based on a matrix formulation and givens transformations the sample mean and standard deviation can be updated as data accumulates the procedure is numerically stable and does not require storage of the data methods for dealing with weighted data and data removal are presented when updating the mean and square of the standard deviation the process requires no square roots,1975-01-01
2799,2800.0,connections between accuracy and stability properties of linear multistep formulas liniger  this paper is concerned with stability and accuracy of families of linear k step formulas depending on parameters with particular emphasis on the numerical solution of stiff ordinary differential equations an upper bound p k is derived for the order of accuracy of a inf stable formulas three criteria are given for a 0 stability it is shown that 1 for p k k arbitrary a inf stability implies certain necessary conditions for a 0 stability and for strict stability meaning that the extraneous roots of p psi satisfy psi 1 2 for p k 2 3 4 and 5 a inf stability for k 5 together with another constraint implies strict stability and 3 for certain one parameter classes of formulas with p k 3 4 and or 5 a inf stability implies a 0 stability,1975-01-01
2800,2801.0,storage efficient representation of decimal data chen  ho  usually n decimal digits are represented by 4n bits in computers actually two bcd digits can be compressed optimally and reversibly into 7 bits and three digits into 10 bits by a very simple algorithm based on the fixed length combination of two variable field length encodings in over half of the cases the compressed code results from the conventional bcd code by simple removal of redundant 0 bits a long decimal message can be subdivided into three digit blocks and separately compressed the result differs from the asymptotic minimum length by only 0 34 percent the hardware requirement is small and the mappings can be done manually,1975-01-01
